# StartTime = 03/12/2026 07:37:48.1539 am
Time (sec), Trip Distance (miles), Trip Duration (min), Vehicle speed (MPH), Trip Fuel (gal), Trip Fuel Economy (MPG), Average Trip CO2 Rate (lb/mile), Total Trip CO2 (lbs), Total Fuel Economy (MPG), Engine Power (hp), Fuel Rate (gal/hr), Total CO2 (lbs), Instant Fuel Economy (MPG), Instant CO2 rate (lb/mile), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg)
5.923,0,0.09988941,0,0.0005272614,0,0,0.011833345,34.59017,4.487592,0.2852686,5.5087113,0,0,38.431374,84.2,29.5301
6.158,0,0.10370483,0,0.000545063,0,0,0.012232866,34.58766,4.782663,0.30402574,5.509111,0,0,39.60784,84.2,29.5301
6.405,0,0.10768011,0,0.00056450913,0,0,0.012669296,34.584923,4.595107,0.29210317,5.509547,0,0,39.215687,84.2,29.5301
6.637,0,0.11178924,0,0.00058617664,0,0,0.013155581,34.58187,4.7598624,0.30257636,5.5100336,0,0,38.82353,84.2,29.5301
6.875,0,0.11543225,0,0.00060556753,0,0,0.013590771,34.57914,4.660265,0.29624513,5.510469,0,0,38.431374,84.2,29.5301
7.110,0,0.119568914,0,0.0006248063,0,0,0.014022547,34.57643,4.656163,0.29598436,5.5109005,0,0,38.82353,84.2,29.5301
7.360,0,0.12376122,0,0.0006457073,0,0,0.01449163,34.573486,4.595107,0.29210317,5.5113697,0,0,37.2549,84.2,29.5301
7.606,0,0.12789658,0,0.00066457444,0,0,0.014915066,34.57083,4.656163,0.29598436,5.511793,0,0,38.82353,84.2,29.5301
7.835,0,0.13185626,0,0.0006850702,0,0,0.015375052,34.567947,4.468035,0.2840254,5.5122533,0,0,38.82353,84.2,29.5301
8.075,0,0.13545692,0,0.0007024394,0,0,0.01576487,34.565502,4.604218,0.29268232,5.512643,0,0,39.215687,84.2,29.5301
8.310,0,0.13945419,0,0.0007230297,0,0,0.016226979,34.562603,4.604218,0.29268232,5.513105,0,0,37.64706,84.2,29.5301
8.562,0,0.14341109,0,0.00074275327,0,0,0.016669635,34.55983,4.703195,0.2989741,5.513548,0,0,39.60784,84.2,29.5301
8.808,0,0.14768203,0,0.00076028635,0,0,0.01706313,34.55736,4.5013294,0.28614187,5.5139413,0,0,37.64706,84.2,29.5301
9.059,0,0.15229863,0,0.0007826098,0,0,0.017564137,34.554222,4.7213206,0.30012634,5.5144424,0,0,38.039215,84.2,29.5301
9.353,0,0.15658414,0,0.000804792,0,0,0.018061971,34.551105,4.4738545,0.28439534,5.5149403,0,0,37.2549,84.2,29.5301
9.641,0,0.16143863,0,0.00082631025,0,0,0.018544907,34.54808,4.571353,0.29059312,5.515423,0,0,37.2549,84.2,29.5301
9.910,0,0.16677076,0,0.00085315015,0,0,0.019147275,34.544308,4.4045944,0.27999258,5.5160255,0,0,39.215687,84.2,29.5301
10.154,0,0.17052133,0,0.0008719548,0,0,0.019569308,34.541664,4.468035,0.2840254,5.5164475,0,0,36.862743,84.2,29.5301
10.400,0,0.17377314,0,0.00088828563,0,0,0.019935822,34.539368,4.6507254,0.2956387,5.5168138,0,0,38.039215,84.2,29.5301
10.594,0,0.17840937,0,0.000904793,0,0,0.020306297,34.53705,4.4299707,0.28160572,5.5171843,0,0,37.2549,84.2,29.5301
10.832,0,0.18149368,0,0.0009263337,0,0,0.020789737,34.534023,4.534338,0.28824016,5.517668,0,0,38.431374,84.2,29.5301
11.031,0,0.18491398,0,0.00094109646,0,0,0.021121057,34.531948,4.4408464,0.28229704,5.517999,0,0,36.07843,84.2,29.5301
11.234,0,0.1885193,0,0.00095784623,0,0,0.021496974,34.5296,4.581084,0.2912117,5.518375,0,0,39.60784,84.2,29.5301
11.529,0,0.19185553,0,0.0009742219,0,0,0.021864492,34.527298,4.313774,0.2742193,5.5187426,0,0,36.47059,84.2,29.5301
11.744,0,0.19798774,0,0.0009908355,0,0,0.022237353,34.524967,4.6683264,0.29675758,5.5191154,0,0,38.039215,84.2,29.5301
12.044,0,0.20178649,0,0.0010199592,0,0,0.022890978,34.520878,4.3251743,0.27494398,5.519769,0,0,35.686275,84.2,29.5301
12.265,0,0.20541991,0,0.001036856,0,0,0.023270192,34.518505,4.562099,0.29000488,5.5201483,0,0,37.64706,84.2,29.5301
12.501,0,0.20926763,0,0.0010548666,0,0,0.023674404,34.51598,4.2885885,0.2726183,5.5205526,0,0,37.2549,84.2,29.5301
12.720,0,0.2133558,0,0.0010736439,0,0,0.024095824,34.513344,4.487592,0.2852686,5.5209737,0,0,37.2549,84.2,29.5301
12.940,0,0.21665764,0,0.0010909564,0,0,0.024484368,34.510914,4.4408464,0.28229704,5.5213623,0,0,37.64706,84.2,29.5301
13.150,0,0.2202123,0,0.0011066596,0,0,0.024836797,34.508713,4.418189,0.28085676,5.5217147,0,0,37.2549,84.2,29.5301
13.432,0,0.22380401,0,0.0011237542,0,0,0.02522045,34.506313,4.4738545,0.28439534,5.5220985,0,0,36.862743,84.2,29.5301
13.673,0,0.22973658,0,0.0011476561,0,0,0.025756884,34.502964,4.427252,0.28143287,5.522635,0,0,37.64706,84.2,29.5301
13.943,0,0.23340625,0,0.0011677542,0,0,0.026207944,34.500145,4.407552,0.28018057,5.523086,0,0,36.07843,84.2,29.5301
14.165,0,0.23720902,0,0.001186579,0,0,0.02663043,34.497505,4.437221,0.2820666,5.5235085,0,0,37.2549,84.2,29.5301
14.376,0,0.24066098,0,0.0012026821,0,0,0.026991835,34.49525,4.287444,0.27254552,5.52387,0,0,37.2549,84.2,29.5301
14.590,0,0.24430248,0,0.0012201715,0,0,0.027384346,34.492798,4.427252,0.28143287,5.5242624,0,0,36.862743,84.2,29.5301
14.810,0,0.24773793,0,0.0012353968,0,0,0.027726049,34.490665,4.4408464,0.28229704,5.5246043,0,0,37.2549,84.2,29.5301
15.046,0,0.25163478,0,0.0012527464,0,0,0.028115429,34.488235,4.380649,0.27847043,5.5249934,0,0,36.862743,84.2,29.5301
15.313,0,0.2557278,0,0.0012694909,0,0,0.028491225,34.48589,4.418189,0.28085676,5.525369,0,0,36.862743,84.2,29.5301
15.558,0,0.26123294,0,0.0012924925,0,0,0.02900745,34.482666,4.3716817,0.27790037,5.5258856,0,0,37.64706,84.2,29.5301
15.832,0,0.2650219,0,0.0013158539,0,0,0.02953175,34.479397,4.3582306,0.2770453,5.5264096,0,0,36.862743,84.2,29.5301
16.040,0,0.2684387,0,0.0013328565,0,0,0.029913342,34.477016,4.4738545,0.28439534,5.5267916,0,0,36.862743,84.2,29.5301
16.232,0,0.2718702,0,0.0013479446,0,0,0.030251963,34.474903,4.4210033,0.28103566,5.52713,0,0,37.2549,84.2,29.5301
16.436,0,0.27487582,0,0.0013630642,0,0,0.030591292,34.472786,4.3582306,0.2770453,5.527469,0,0,37.2549,84.2,29.5301
16.630,0,0.27838513,0,0.0013785738,0,0,0.030939378,34.470615,4.4045944,0.27999258,5.5278172,0,0,36.47059,84.2,29.5301
16.836,0,0.28169987,0,0.0013941958,0,0,0.03128998,34.46843,4.4045944,0.27999258,5.528168,0,0,35.686275,84.2,29.5301
17.103,0,0.28514725,0,0.0014103035,0,0,0.031651486,34.466175,4.3739715,0.27804592,5.5285296,0,0,36.07843,84.2,29.5301
17.306,0,0.29055336,0,0.001426885,0,0,0.032023624,34.463856,4.279907,0.27206644,5.5289016,0,0,36.862743,84.2,29.5301
17.582,0,0.29396433,0,0.0014514397,0,0,0.032574706,34.460423,4.287444,0.27254552,5.529453,0,0,36.862743,84.2,29.5301
17.778,0,0.2974592,0,0.001467143,0,0,0.032927137,34.458225,4.380649,0.27847043,5.529805,0,0,35.686275,84.2,29.5301
17.990,0,0.3008291,0,0.0014823253,0,0,0.033267874,34.4561,4.380649,0.27847043,5.530146,0,0,36.47059,84.2,29.5301
18.212,0,0.30431756,0,0.001498031,0,0,0.033620358,34.453907,4.2538633,0.27041087,5.5304985,0,0,37.2549,84.2,29.5301
18.410,0,0.30838504,0,0.0015138708,0,0,0.033975847,34.45169,4.3251743,0.27494398,5.5308537,0,0,36.07843,84.2,29.5301
18.626,0,0.31150857,0,0.0015317461,0,0,0.034377027,34.449192,4.427252,0.28143287,5.5312552,0,0,36.862743,84.2,29.5301
18.878,0,0.31476924,0,0.0015463318,0,0,0.034704372,34.447155,4.287444,0.27254552,5.5315824,0,0,36.07843,84.2,29.5301
19.085,0,0.31994602,0,0.001561795,0,0,0.035051417,34.444992,4.3582306,0.2770453,5.5319295,0,0,35.686275,84.2,29.5301
19.351,0,0.32355377,0,0.0015867867,0,0,0.035612304,34.4415,4.287444,0.27254552,5.5324903,0,0,36.07843,84.2,29.5301
19.584,0,0.32689813,0,0.0016009673,0,0,0.03593056,34.439518,4.2408414,0.26958308,5.532809,0,0,36.47059,84.2,29.5301
19.827,0,0.3314702,0,0.0016167322,0,0,0.036284372,34.437317,4.287444,0.27254552,5.5331626,0,0,35.294117,84.2,29.5301
20.086,0,0.3363207,0,0.001643478,0,0,0.03688463,34.433582,4.3251743,0.27494398,5.533763,0,0,35.294117,84.2,29.5301
20.351,0,0.34016067,0,0.0016604704,0,0,0.03726599,34.43121,4.1942387,0.26662064,5.534144,0,0,36.47059,84.2,29.5301
20.680,0,0.3442167,0,0.0016784442,0,0,0.037669376,34.4287,4.1856527,0.26607484,5.5345473,0,0,36.47059,84.2,29.5301
20.949,0,0.35124043,0,0.0016946336,0,0,0.038032714,34.426437,4.2985578,0.27325204,5.5349107,0,0,34.901962,84.2,29.5301
21.303,0,0.3562363,0,0.0017336112,0,0,0.03890749,34.420998,4.3739715,0.27804592,5.5357857,0,0,36.07843,84.2,29.5301
21.521,0,0.35969505,0,0.0017506245,0,0,0.03928932,34.418625,4.147636,0.26365817,5.5361676,0,0,35.686275,84.2,29.5301
21.735,0,0.36313623,0,0.0017664044,0,0,0.03964347,34.416424,4.252337,0.27031383,5.5365214,0,0,35.294117,84.2,29.5301
21.936,0,0.366783,0,0.0017815295,0,0,0.039982922,34.414314,4.2408414,0.26958308,5.536861,0,0,35.294117,84.2,29.5301
22.152,0,0.37023097,0,0.0017967771,0,0,0.040325128,34.412186,4.2071176,0.2674393,5.5372033,0,0,35.686275,84.2,29.5301
22.376,0,0.37386057,0,0.0018132759,0,0,0.040695406,34.409885,4.1856527,0.26607484,5.5375733,0,0,36.07843,84.2,29.5301
22.617,0,0.37771207,0,0.0018300746,0,0,0.04107242,34.407543,4.219138,0.26820344,5.5379505,0,0,35.294117,84.2,29.5301
22.876,0,0.38200593,0,0.0018465257,0,0,0.041441634,34.40525,4.287444,0.27254552,5.5383196,0,0,35.294117,84.2,29.5301
23.131,0,0.38698894,0,0.0018712402,0,0,0.041996304,34.401802,4.172774,0.26525614,5.5388746,0,0,34.509804,84.2,29.5301
23.360,0,0.39023823,0,0.001886725,0,0,0.04234383,34.399647,4.1942387,0.26662064,5.539222,0,0,35.294117,84.2,29.5301
23.568,0,0.39393947,0,0.0019013691,0,0,0.042672485,34.397606,4.126219,0.2622967,5.539551,0,0,35.686275,84.2,29.5301
23.796,0,0.39756095,0,0.0019175124,0,0,0.043034792,34.395355,4.1942387,0.26662064,5.5399127,0,0,35.686275,84.2,29.5301
24.040,0,0.4015174,0,0.0019344677,0,0,0.04341532,34.392994,4.219138,0.26820344,5.540293,0,0,34.509804,84.2,29.5301
24.301,0,0.40578443,0,0.0019529872,0,0,0.043830954,34.39041,4.2408414,0.26958308,5.540709,0,0,34.901962,84.2,29.5301
24.591,0,0.41047165,0,0.0019743359,0,0,0.04431008,34.38744,4.101033,0.26069573,5.5411882,0,0,35.294117,84.2,29.5301
24.830,0,0.41569617,0,0.0019913015,0,0,0.044690844,34.385075,4.147636,0.26365817,5.5415688,0,0,34.901962,84.2,29.5301
25.109,0,0.41953507,0,0.002013151,0,0,0.045181215,34.382034,4.1942387,0.26662064,5.5420594,0,0,34.901962,84.2,29.5301
25.350,0,0.42349955,0,0.0020308653,0,0,0.045578774,34.379566,4.147636,0.26365817,5.5424566,0,0,34.509804,84.2,29.5301
25.594,0,0.42758992,0,0.0020496487,0,0,0.04600033,34.376953,4.1391454,0.26311845,5.5428786,0,0,34.901962,84.2,29.5301
25.853,0,0.4314602,0,0.0020670984,0,0,0.046391957,34.374523,4.092638,0.26016206,5.54327,0,0,34.901962,84.2,29.5301
26.103,0,0.43638328,0,0.0020874518,0,0,0.046848748,34.371693,4.1731076,0.26527736,5.543727,0,0,36.47059,84.2,29.5301
26.371,0,0.4403592,0,0.0021065604,0,0,0.0472776,34.369034,4.100938,0.26068965,5.5441556,0,0,34.509804,84.2,29.5301
26.630,0,0.4446298,0,0.0021234115,0,0,0.047655787,34.366688,4.3340464,0.275508,5.5445337,0,0,34.509804,84.2,29.5301
26.896,0,0.44926986,0,0.0021423653,0,0,0.048081174,34.36405,4.126219,0.2622967,5.544959,0,0,35.294117,84.2,29.5301
27.147,0,0.4540495,0,0.002162843,0,0,0.048540752,34.361206,4.092638,0.26016206,5.5454187,0,0,34.901962,84.2,29.5301
27.397,0,0.45769286,0,0.0021826604,0,0,0.048985515,34.358448,4.1942387,0.26662064,5.5458636,0,0,33.72549,84.2,29.5301
27.837,0,0.4613841,0,0.0021995,0,0,0.04936345,34.356106,4.1858435,0.26608697,5.5462418,0,0,34.117645,84.2,29.5301
28.074,0,0.4724869,0,0.0022168346,0,0,0.04975249,34.3537,4.032441,0.25633544,5.5466304,0,0,34.901962,84.2,29.5301
28.528,0,0.47635588,0,0.0022636948,0,0,0.05080417,34.347187,4.046131,0.25720567,5.5476823,0,0,34.117645,84.2,29.5301
28.765,0,0.4804733,0,0.0022798767,0,0,0.051167347,34.344936,4.1731076,0.26527736,5.5480456,0,0,33.333332,84.2,29.5301
29.000,0,0.48462972,0,0.0022984673,0,0,0.051584575,34.342354,4.0917797,0.2601075,5.548463,0,0,34.509804,84.2,29.5301
29.251,0,0.488567,0,0.0023151261,0,0,0.05195845,34.340042,3.973389,0.25258157,5.5488367,0,0,35.686275,84.2,29.5301
29.494,0,0.49255225,0,0.0023327838,0,0,0.052354738,34.33759,4.080045,0.25936157,5.549233,0,0,34.901962,84.2,29.5301
29.722,0,0.49648166,0,0.0023508286,0,0,0.05275972,34.335083,4.219138,0.26820344,5.549638,0,0,34.117645,84.2,29.5301
30.006,0,0.5004105,0,0.0023681966,0,0,0.05314951,34.332672,4.147636,0.26365817,5.5500274,0,0,34.117645,84.2,29.5301
30.229,0,0.50574493,0,0.002386195,0,0,0.05355345,34.330173,4.0544305,0.25773326,5.5504317,0,0,34.901962,84.2,29.5301
30.511,0,0.5093817,0,0.0024079497,0,0,0.054041687,34.327152,4.046131,0.25720567,5.55092,0,0,34.901962,84.2,29.5301
30.752,0,0.5133779,0,0.002425192,0,0,0.054428656,34.32476,4.1391454,0.26311845,5.5513067,0,0,34.509804,84.2,29.5301
30.981,0,0.517524,0,0.0024413466,0,0,0.05479122,34.322517,4.1136737,0.26149926,5.551669,0,0,34.509804,84.2,29.5301
31.225,0,0.5216575,0,0.0024593598,0,0,0.055195488,34.32002,4.101033,0.26069573,5.5520735,0,0,34.117645,84.2,29.5301
31.471,0,0.525537,0,0.00247604,0,0,0.055569846,34.317703,4.092638,0.26016206,5.552448,0,0,34.509804,84.2,29.5301
31.715,0,0.52965504,0,0.0024937005,0,0,0.0559662,34.315254,4.06688,0.25852466,5.552844,0,0,34.509804,84.2,29.5301
31.952,0,0.53376514,0,0.0025113784,0,0,0.05636294,34.312805,4.092638,0.26016206,5.5532413,0,0,34.509804,84.2,29.5301
32.196,0,0.5375397,0,0.0025272395,0,0,0.056718916,34.310604,4.092638,0.26016206,5.553597,0,0,34.117645,84.2,29.5301
32.463,0,0.5418732,0,0.0025466857,0,0,0.05715535,34.307907,4.080045,0.25936157,5.5540333,0,0,34.901962,84.2,29.5301
32.721,0,0.5465208,0,0.0025657841,0,0,0.057583973,34.30526,4.046131,0.25720567,5.554462,0,0,34.509804,84.2,29.5301
32.995,0,0.55049574,0,0.0025855955,0,0,0.058028597,34.302517,4.147636,0.26365817,5.554907,0,0,33.72549,84.2,29.5301
33.233,0,0.55506563,0,0.0026029763,0,0,0.058418676,34.300106,4.101033,0.26069573,5.555297,0,0,34.901962,84.2,29.5301
33.539,0,0.559418,0,0.002623527,0,0,0.058879904,34.29726,4.0201344,0.25555313,5.555758,0,0,33.72549,84.2,29.5301
33.801,0,0.5645709,0,0.0026418355,0,0,0.0592908,34.294724,4.147636,0.26365817,5.556169,0,0,32.941177,84.2,29.5301
34.061,0,0.5690626,0,0.0026660534,0,0,0.05983432,34.291367,4.007828,0.25477082,5.5567126,0,0,33.333332,84.2,29.5301
34.280,0,0.57232684,0,0.0026798865,0,0,0.06014478,34.28945,3.9146228,0.24884592,5.557023,0,0,33.333332,84.2,29.5301
34.474,0,0.5757793,0,0.0026947416,0,0,0.06047817,34.287395,3.9612253,0.25180838,5.5573564,0,0,34.509804,84.2,29.5301
34.687,0,0.5789223,0,0.0027075976,0,0,0.060766697,34.285614,3.9531164,0.25129288,5.557645,0,0,34.509804,84.2,29.5301
34.911,0,0.58269596,0,0.002722728,0,0,0.061106272,34.28352,4.092638,0.26016206,5.5579844,0,0,34.509804,84.2,29.5301
35.137,0,0.58699584,0,0.002738204,0,0,0.0614536,34.28138,4.080045,0.25936157,5.5583315,0,0,33.333332,84.2,29.5301
35.379,0,0.59077346,0,0.0027574473,0,0,0.061885476,34.278713,4.101033,0.26069573,5.5587635,0,0,32.941177,84.2,29.5301
35.647,0,0.59457594,0,0.0027736945,0,0,0.06225011,34.276466,3.973389,0.25258157,5.5591283,0,0,32.941177,84.2,29.5301
35.883,0,0.5997229,0,0.002788885,0,0,0.06259104,34.274364,3.9146228,0.24884592,5.559469,0,0,33.333332,84.2,29.5301
36.149,0,0.6038355,0,0.002812503,0,0,0.06312109,34.271095,3.906609,0.24833651,5.559999,0,0,32.941177,84.2,29.5301
36.348,0,0.6069445,0,0.002826178,0,0,0.063428,34.269207,3.940953,0.2505197,5.560306,0,0,33.72549,84.2,29.5301
36.539,0,0.610231,0,0.002839703,0,0,0.06373154,34.267334,3.9386635,0.25037414,5.56061,0,0,32.941177,84.2,29.5301
36.752,0,0.61330426,0,0.0028535414,0,0,0.06404212,34.26542,4.0201344,0.25555313,5.5609202,0,0,33.333332,84.2,29.5301
36.953,0,0.61723185,0,0.0028679068,0,0,0.06436452,34.263435,3.906609,0.24833651,5.5612426,0,0,32.941177,84.2,29.5301
37.167,0,0.62051827,0,0.0028833514,0,0,0.064711146,34.2613,3.9612253,0.25180838,5.5615892,0,0,34.117645,84.2,29.5301
37.441,0,0.6239554,0,0.0028966372,0,0,0.06500932,34.25946,3.9146228,0.24884592,5.5618873,0,0,33.72549,84.2,29.5301
37.652,0,0.6298426,0,0.002916258,0,0,0.06544967,34.25675,4.0212317,0.25562286,5.562328,0,0,33.333332,84.2,29.5301
37.929,0,0.63327885,0,0.0029369057,0,0,0.065913066,34.253895,3.987317,0.25346696,5.5627913,0,0,33.72549,84.2,29.5301
38.149,0,0.6365881,0,0.0029508013,0,0,0.066224925,34.251976,3.9612253,0.25180838,5.563103,0,0,32.941177,84.2,29.5301
38.360,0,0.6405764,0,0.0029650857,0,0,0.066545516,34.250004,3.9996238,0.25424927,5.5634236,0,0,32.941177,84.2,29.5301
38.590,0,0.6442709,0,0.002981802,0,0,0.066920675,34.247692,3.8705482,0.24604417,5.563799,0,0,34.117645,84.2,29.5301
38.805,0,0.6479007,0,0.00299663,0,0,0.06725346,34.245644,3.906609,0.24833651,5.5641317,0,0,32.941177,84.2,29.5301
39.014,0,0.6513463,0,0.003011646,0,0,0.06759047,34.24357,4.046131,0.25720567,5.5644684,0,0,34.117645,84.2,29.5301
39.291,0,0.654806,0,0.0030261162,0,0,0.067915216,34.241573,3.9146228,0.24884592,5.564793,0,0,32.54902,84.2,29.5301
39.570,0,0.6605357,0,0.0030427587,0,0,0.06828873,34.239273,4.046131,0.25720567,5.565167,0,0,33.72549,86,29.5301
39.866,0,0.6664167,0,0.0030685798,0,0,0.068868235,34.23571,3.86802,0.24588346,5.5657463,0,0,32.941177,86,29.5301
40.122,0,0.6700419,0,0.003089339,0,0,0.069334134,34.23284,4.0201344,0.25555313,5.566212,0,0,33.72549,86,29.5301
40.343,0,0.6733079,0,0.0031043268,0,0,0.069670506,34.230774,3.9146228,0.24884592,5.566549,0,0,33.72549,86,29.5301
40.551,0,0.67701167,0,0.0031187963,0,0,0.06999525,34.22878,3.9750106,0.25268468,5.5668736,0,0,33.72549,86,29.5301
40.761,0,0.68031746,0,0.0031336355,0,0,0.07032828,34.22673,3.9996238,0.25424927,5.5672064,0,0,32.54902,86,29.5301
40.970,0,0.6839147,0,0.0031479308,0,0,0.07064911,34.22476,3.9996238,0.25424927,5.5675273,0,0,33.333332,86,29.5301
41.189,0,0.6875379,0,0.0031629142,0,0,0.070985384,34.22269,3.8798974,0.24663848,5.5678635,0,0,33.333332,86,29.5301
41.467,0,0.69108164,0,0.003178211,0,0,0.071328685,34.22058,3.9612253,0.25180838,5.568207,0,0,32.54902,86,29.5301
41.707,0,0.69675577,0,0.0031988933,0,0,0.07179286,34.217728,3.9531164,0.25129288,5.5686707,0,0,33.72549,86,29.5301
41.985,0,0.70061606,0,0.0032185065,0,0,0.07223304,34.215023,3.86802,0.24588346,5.5691113,0,0,34.117645,86,29.5301
42.200,0,0.7045683,0,0.0032330463,0,0,0.07255936,34.21302,3.987317,0.25346696,5.5694375,0,0,32.941177,86,29.5301
42.420,0,0.70812875,0,0.0032501442,0,0,0.072943084,34.210663,4.046131,0.25720567,5.5698214,0,0,33.72549,86,29.5301
42.629,0,0.71171033,0,0.00326395,0,0,0.07325294,34.20876,3.9266431,0.24961002,5.570131,0,0,32.941177,86,29.5301
42.841,0,0.7150433,0,0.003278942,0,0,0.0735894,34.20669,3.9996238,0.25424927,5.5704675,0,0,33.72549,86,29.5301
43.098,0,0.71859056,0,0.0032936875,0,0,0.07392033,34.204662,3.894589,0.24757239,5.5707984,0,0,32.54902,86,29.5301
43.361,0,0.72377443,0,0.0033092035,0,0,0.07426856,34.202522,4.007828,0.25477082,5.5711465,0,0,32.941177,86,29.5301
43.659,0,0.72876376,0,0.0033361989,0,0,0.074874416,34.198803,3.86802,0.24588346,5.5717525,0,0,33.333332,86,29.5301
43.896,0,0.73272264,0,0.0033520074,0,0,0.075229205,34.196625,3.9146228,0.24884592,5.5721073,0,0,32.54902,86,29.5301
44.113,0,0.736372,0,0.0033669327,0,0,0.075564176,34.194572,3.9531164,0.25129288,5.572442,0,0,34.117645,86,29.5301
44.346,0,0.7398961,0,0.0033820078,0,0,0.07590251,34.192493,3.860102,0.24538012,5.5727806,0,0,32.941177,86,29.5301
44.552,0,0.74392647,0,0.0033957816,0,0,0.07621163,34.190598,4.0336814,0.25641426,5.5730896,0,0,33.333332,86,29.5301
44.784,0,0.7475683,0,0.0034131347,0,0,0.07660109,34.18821,3.9146228,0.24884592,5.573479,0,0,32.941177,86,29.5301
45.059,0,0.751182,0,0.0034280203,0,0,0.076935165,34.18616,3.9612253,0.25180838,5.5738134,0,0,32.54902,86,29.5301
45.278,0,0.7565286,0,0.0034443203,0,0,0.07730099,34.183918,3.9146228,0.24884592,5.574179,0,0,33.333332,86,29.5301
45.554,0,0.76034963,0,0.0034664944,0,0,0.07779864,34.180866,3.8482246,0.2446251,5.5746765,0,0,32.54902,86,29.5301
45.779,0,0.763949,0,0.0034807231,0,0,0.078117974,34.178905,3.9531164,0.25129288,5.574996,0,0,32.941177,86,29.5301
45.995,0,0.76790535,0,0.003496118,0,0,0.07846349,34.17679,3.9036517,0.24814852,5.5753417,0,0,32.54902,86,29.5301
46.217,0,0.7713191,0,0.0035135236,0,0,0.07885412,34.174393,3.9266431,0.24961002,5.575732,0,0,32.54902,86,29.5301
46.436,0,0.7749178,0,0.0035270397,0,0,0.079157464,34.172535,3.8482246,0.2446251,5.5760355,0,0,32.54902,86,29.5301
46.639,0,0.77872485,0,0.0035428184,0,0,0.07951158,34.170364,3.8482246,0.2446251,5.57639,0,0,34.117645,86,29.5301
