# StartTime = 03/12/2026 06:37:48.5371 pm
Time (sec), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Vehicle speed (MPH), Instant Fuel Economy (MPG), Total Fuel Economy (MPG), Fuel Rate (gal/hr), Instant CO2 rate (lb/mile), Total CO2 (lbs), Trip Distance (miles), Trip Fuel (gal), Trip Fuel Economy (MPG), Trip Duration (min), Average Trip CO2 Rate (lb/mile), Total Trip CO2 (lbs), Latitude (deg), Longitude (deg)
13.012,37.2549,84.2,29.5301,0,0,34.506313,0.28439534,0,5.5220985,0,0.0011237542,0,0.22380401,0,0.02522045,-37.767883,144.92195
14.044,37.2549,84.2,29.5301,0,0,34.49525,0.27254552,0,5.52387,0,0.0012026821,0,0.24066098,0,0.026991835,-37.767883,144.92195
15.003,36.862743,84.2,29.5301,0,0,34.48589,0.28085676,0,5.525369,0,0.0012694909,0,0.2557278,0,0.028491225,-37.767883,144.92195
16.000,36.862743,84.2,29.5301,0,0,34.474903,0.28103566,0,5.52713,0,0.0013479446,0,0.2718702,0,0.030251963,-37.767883,144.92195
17.002,36.07843,84.2,29.5301,0,0,34.463856,0.27206644,0,5.5289016,0,0.001426885,0,0.29055336,0,0.032023624,-37.767887,144.92195
18.016,36.47059,84.2,29.5301,0,0,34.453907,0.27041087,0,5.5304985,0,0.001498031,0,0.30431756,0,0.033620358,-37.767887,144.92195
19.008,35.686275,84.2,29.5301,0,0,34.4415,0.27254552,0,5.5324903,0,0.0015867867,0,0.32355377,0,0.035612304,-37.767887,144.92195
20.047,35.294117,84.2,29.5301,0,0,34.43121,0.26662064,0,5.534144,0,0.0016604704,0,0.34016067,0,0.03726599,-37.767887,144.92194
21.005,34.901962,84.2,29.5301,0,0,34.420998,0.27804592,0,5.5357857,0,0.0017336112,0,0.3562363,0,0.03890749,-37.76789,144.92195
22.008,35.686275,84.2,29.5301,0,0,34.409885,0.26607484,0,5.5375733,0,0.0018132759,0,0.37386057,0,0.040695406,-37.76789,144.92197
23.018,34.509804,84.2,29.5301,0,0,34.399647,0.26662064,0,5.539222,0,0.001886725,0,0.39023823,0,0.04234383,-37.76789,144.92197
24.032,34.509804,84.2,29.5301,0,0,34.39041,0.26958308,0,5.540709,0,0.0019529872,0,0.40578443,0,0.043830954,-37.76789,144.92195
25.024,34.901962,84.2,29.5301,0,0,34.379566,0.26365817,0,5.5424566,0,0.0020308653,0,0.42349955,0,0.045578774,-37.76789,144.92195
26.009,36.47059,84.2,29.5301,0,0,34.369034,0.26068965,0,5.5441556,0,0.0021065604,0,0.4403592,0,0.0472776,-37.76789,144.92195
27.007,34.901962,84.2,29.5301,0,0,34.358448,0.26662064,0,5.5458636,0,0.0021826604,0,0.45769286,0,0.048985515,-37.76789,144.92195
28.005,34.117645,84.2,29.5301,0,0,34.3537,0.25633544,0,5.5466304,0,0.0022168346,0,0.4724869,0,0.04975249,-37.76789,144.92197
29.018,34.509804,84.2,29.5301,0,0,34.340042,0.25258157,0,5.5488367,0,0.0023151261,0,0.488567,0,0.05195845,-37.76789,144.92195
30.016,34.117645,84.2,29.5301,0,0,34.330173,0.25773326,0,5.5504317,0,0.002386195,0,0.50574493,0,0.05355345,-37.76789,144.92195
31.014,34.509804,84.2,29.5301,0,0,34.32002,0.26069573,0,5.5520735,0,0.0024593598,0,0.5216575,0,0.055195488,-37.76789,144.92195
32.014,34.509804,84.2,29.5301,0,0,34.310604,0.26016206,0,5.553597,0,0.0025272395,0,0.5375397,0,0.056718916,-37.76789,144.92195
33.007,33.72549,84.2,29.5301,0,0,34.300106,0.26069573,0,5.555297,0,0.0026029763,0,0.55506563,0,0.058418676,-37.76789,144.92195
34.023,33.333332,84.2,29.5301,0,0,34.28945,0.24884592,0,5.557023,0,0.0026798865,0,0.57232684,0,0.06014478,-37.767887,144.92194
35.019,33.333332,84.2,29.5301,0,0,34.278713,0.26069573,0,5.5587635,0,0.0027574473,0,0.59077346,0,0.061885476,-37.767887,144.92194
36.041,32.941177,84.2,29.5301,0,0,34.269207,0.2505197,0,5.560306,0,0.002826178,0,0.6069445,0,0.063428,-37.767887,144.92194
37.014,34.117645,84.2,29.5301,0,0,34.25946,0.24884592,0,5.5618873,0,0.0028966372,0,0.6239554,0,0.06500932,-37.767887,144.92194
38.021,32.941177,84.2,29.5301,0,0,34.250004,0.25424927,0,5.5634236,0,0.0029650857,0,0.6405764,0,0.066545516,-37.767887,144.92194
39.020,34.117645,84.2,29.5301,0,0,34.241573,0.24884592,0,5.564793,0,0.0030261162,0,0.654806,0,0.067915216,-37.767887,144.92194
40.020,33.72549,86,29.5301,0,0,34.230774,0.24884592,0,5.566549,0,0.0031043268,0,0.6733079,0,0.069670506,-37.767887,144.92194
40.997,33.333332,86,29.5301,0,0,34.22058,0.25180838,0,5.568207,0,0.003178211,0,0.69108164,0,0.071328685,-37.767887,144.92194
42.009,34.117645,86,29.5301,0,0,34.21302,0.25346696,0,5.5694375,0,0.0032330463,0,0.7045683,0,0.07255936,-37.767887,144.92194
43.015,32.54902,86,29.5301,0,0,34.202522,0.25477082,0,5.5711465,0,0.0033092035,0,0.72377443,0,0.07426856,-37.767887,144.92194
44.001,34.117645,86,29.5301,0,0,34.192493,0.24538012,0,5.5727806,0,0.0033820078,0,0.7398961,0,0.07590251,-37.767887,144.92194
45.008,32.54902,86,29.5301,0,0,34.183918,0.24884592,0,5.574179,0,0.0034443203,0,0.7565286,0,0.07730099,-37.767887,144.92194
46.001,32.54902,86,29.5301,0,0,34.174393,0.24961002,0,5.575732,0,0.0035135236,0,0.7713191,0,0.07885412,-37.767887,144.92194
47.001,32.941177,86,29.5301,0,0,34.163296,0.24974647,0,5.5775437,0,0.003594236,0,0.7910524,0,0.08066555,-37.767887,144.92194
48.006,33.333332,86,29.5301,0,0,34.155373,0.25129288,0,5.5788374,0,0.0036518797,0,0.805072,0,0.08195925,-37.767887,144.92194
49.010,33.333332,86,29.5301,0,0,34.146175,0.24961002,0,5.58034,0,0.0037188241,0,0.822391,0,0.08346169,-37.767887,144.92194
50.011,32.156864,86,29.5301,0,0,34.135143,0.24757239,0,5.5821433,0,0.0037991824,0,0.8405935,0,0.085265175,-37.767887,144.92194
51.022,32.54902,86,29.5301,0,0,34.125504,0.24833651,0,5.5837207,0,0.0038694632,0,0.8576911,0,0.086842485,-37.767887,144.92194
52.021,32.54902,86,29.5301,0,0,34.117523,0.25258157,0,5.5850263,0,0.0039276485,0,0.8717223,0,0.08814834,-37.767887,144.92194
53.018,33.333332,86,29.5301,0,0,34.1082,0.24292101,0,5.586553,0,0.003995668,0,0.88839656,0,0.089674905,-37.767887,144.92194
54.011,31.764706,87.8,29.5301,0,0,34.097668,0.24663848,0,5.588279,0,0.004072573,0,0.906841,0,0.091400884,-37.767887,144.92194
55.008,32.941177,87.8,29.5301,0,0,34.08887,0.24366693,0,5.589721,0,0.004136825,0,0.9229872,0,0.09284289,-37.767887,144.92194
56.026,31.764706,87.8,29.5301,0,0,34.08033,0.24833651,0,5.5911217,0,0.004199236,0,0.93991506,0,0.09424359,-37.767887,144.92195
57.024,32.941177,87.8,29.5301,0,0,34.069275,0.24292101,0,5.592936,0,0.0042800796,0,0.9580593,0,0.09605797,-37.767887,144.92195
58.006,31.37255,87.8,29.5301,0,0,34.060116,0.24961002,0,5.5944395,0,0.004347072,0,0.9745144,0,0.09756148,-37.767887,144.92195
59.007,30.980392,87.8,29.5301,0,0,34.05214,0.24961002,0,5.5957503,0,0.004405478,0,0.9887128,0,0.09887228,-37.767887,144.92195
60.018,32.54902,87.8,29.5301,0,0,34.043262,0.23873052,0,5.597209,0,0.0044704764,0,1.0052184,0,0.100331046,-37.767887,144.92195
61.026,32.54902,87.8,29.5301,0,0,34.03337,0.23475228,0,5.598836,0,0.0045429715,0,1.023133,0,0.10195805,-37.767887,144.92195
62.031,32.156864,87.8,29.5301,0,0,34.024128,0.24441285,0,5.600357,0,0.004610737,0,1.0396477,0,0.103478916,-37.767887,144.92195
63.019,32.941177,87.8,29.5301,0,0,34.016426,0.24588346,0,5.6016254,0,0.0046672504,0,1.0549277,0,0.10474724,-37.767887,144.92195
64.027,32.54902,87.8,29.5301,0,0,34.006363,0.23651096,0,5.603283,0,0.0047411155,0,1.0718122,0,0.106405005,-37.767883,144.92195
65.000,32.54902,87.8,29.5301,0,0,33.99705,0.23699611,0,5.604818,0,0.0048095016,0,1.0887345,0,0.107939795,-37.767883,144.92195
65.997,32.156864,87.8,29.5301,0,0,33.98825,0.23946735,0,5.606269,0,0.004874149,0,1.1054217,0,0.109390676,-37.767883,144.92195
67.004,31.37255,87.8,29.5301,0,0,33.978367,0.24242373,0,5.6078997,0,0.0049468074,0,1.1233505,0,0.11102136,-37.767883,144.92195
68.021,31.764706,87.8,29.5301,0,0,33.96911,0.2416778,0,5.6094284,0,0.005014925,0,1.1404136,0,0.11255011,-37.767883,144.92195
69.001,30.19608,87.8,29.5301,0,0,33.961212,0.24366693,0,5.6107326,0,0.005073039,0,1.1552421,0,0.11385437,-37.767883,144.92195
70.030,31.37255,87.8,29.5301,0,0,33.952274,0.24292101,0,5.612209,0,0.0051388303,0,1.1717633,0,0.115330935,-37.767883,144.92195
71.018,31.37255,87.8,29.5301,0,0,33.944084,0.23873052,0,5.6135635,0,0.005199192,0,1.1885196,0,0.11668563,-37.767883,144.92195
72.023,32.156864,87.8,29.5301,0,0,33.933693,0.23578323,0,5.6152825,0,0.0052757696,0,1.2063042,0,0.11840426,-37.767883,144.92195
73.009,32.156864,89.6,29.5301,0,0,33.924778,0.23475228,0,5.6167583,0,0.0053415336,0,1.2227902,0,0.11988021,-37.767883,144.92195
74.003,31.764706,89.6,29.5301,0,0,33.915245,0.23578323,0,5.618337,0,0.005411882,0,1.2407123,0,0.12145904,-37.767883,144.92195
75.009,32.156864,89.6,29.5301,0,0,33.9066,0.2310712,0,5.619769,0,0.0054756785,0,1.256858,0,0.12289082,-37.767883,144.92194
76.000,30.19608,89.6,29.5301,0,0,33.89848,0.2331998,0,5.6211157,0,0.0055356943,0,1.2718166,0,0.12423777,-37.767883,144.92194
76.998,30.980392,89.6,29.5301,0,0,33.889915,0.23651096,0,5.6225357,0,0.0055989693,0,1.2890787,0,0.12565784,-37.76788,144.92194
78.005,31.764706,89.6,29.5301,0,0,33.880123,0.2310712,0,5.6241612,0,0.0056713917,0,1.3066063,0,0.12728323,-37.76788,144.92194
79.012,30.980392,89.6,29.5301,0,0,33.871372,0.22722033,0,5.625614,0,0.005736136,0,1.3234267,0,0.12873627,-37.76788,144.92194
80.017,30.19608,89.6,29.5301,0,0,33.862286,0.23403366,0,5.627124,0,0.0058033834,0,1.3403277,0,0.13024552,-37.76788,144.92194
81.027,30.588236,89.6,29.5301,0,0,33.853535,0.23651096,0,5.6285787,0,0.005868212,0,1.3570253,0,0.13170047,-37.76788,144.92194
81.993,29.80392,89.6,29.5301,0,0,33.84745,0.23946735,0,5.62959,0,0.005913285,0,1.3688974,0,0.13271205,-37.76788,144.92194
83.022,31.37255,89.6,29.5301,0,0,33.836594,0.23178074,0,5.6313963,0,0.00599376,0,1.389521,0,0.13451815,-37.76788,144.92194
84.026,30.588236,89.6,29.5301,0,0,33.82836,0.23651096,0,5.6327662,0,0.0060548126,0,1.4055768,0,0.13588835,-37.767876,144.92192
85.026,29.80392,89.6,29.5301,0,0,33.81945,0.23475228,0,5.634251,0,0.0061209667,0,1.4224018,0,0.13737305,-37.767876,144.92192
86.001,29.80392,89.6,29.5301,0,0,33.811028,0.23772384,0,5.6356544,0,0.0061834846,0,1.4385971,0,0.13877614,-37.767876,144.92192
87.013,31.37255,91.4,29.5301,0,0,33.802025,0.23355457,0,5.6371555,0,0.006250372,0,1.4556661,0,0.1402773,-37.767876,144.92192
88.001,30.980392,91.4,29.5301,0,0,33.793884,0.22950962,0,5.638513,0,0.0063108727,0,1.4719658,0,0.14163512,-37.767876,144.92192
88.995,31.37255,91.4,29.5301,0,0,33.785156,0.23211731,0,5.63997,0,0.0063757733,0,1.4886725,0,0.14309168,-37.767876,144.92192
90.004,30.19608,91.4,29.5301,0,0,33.776474,0.22810875,0,5.64142,0,0.006440392,0,1.5048319,0,0.14454193,-37.767876,144.92192
91.005,29.80392,91.4,29.5301,0,0,33.76788,0.22917911,0,5.642856,0,0.0065043713,0,1.5216087,0,0.14597781,-37.767876,144.92192
92.007,30.588236,91.4,29.5301,0,0,33.758778,0.23249027,0,5.644377,0,0.0065721585,0,1.5396397,0,0.14749916,-37.767876,144.92192
93.000,30.19608,91.4,29.5301,0,0,33.749947,0.23355457,0,5.6458545,0,0.006637969,0,1.5563718,0,0.14897615,-37.767876,144.92192
94.013,30.19608,91.4,29.5301,0,0,33.742546,0.2310712,0,5.6470923,0,0.0066931387,0,1.5709139,0,0.15021433,-37.767876,144.92192
95.008,30.980392,91.4,29.5301,0,0,33.732124,0.22988865,0,5.6488366,0,0.006770863,0,1.5908285,0,0.15195869,-37.767876,144.92192
96.005,30.588236,91.4,29.5301,0,0,33.723507,0.2310712,0,5.6502805,0,0.0068351976,0,1.6078229,0,0.15340255,-37.767876,144.92192
97.009,30.980392,91.4,29.5301,0,0,33.716145,0.23059818,0,5.651514,0,0.0068901544,0,1.6219417,0,0.15463595,-37.767876,144.92192
98.011,30.19608,91.4,29.5301,0,0,33.707695,0.22652899,0,5.6529307,0,0.0069532846,0,1.6385647,0,0.15605278,-37.767876,144.92192
99.023,30.19608,91.4,29.5301,0,0,33.699436,0.23283595,0,5.6543164,0,0.007015012,0,1.6542559,0,0.15743814,-37.767876,144.92192
100.015,30.980392,91.4,29.5301,0,0,33.691177,0.22764179,0,5.655702,0,0.0070767654,0,1.6705418,0,0.15882407,-37.767876,144.92192
101.009,30.19608,91.4,29.5301,0,0,33.681942,0.22583765,0,5.6572533,0,0.0071458775,0,1.688713,0,0.16037515,-37.767876,144.92192
102.003,30.980392,91.4,29.5301,0,0,33.67338,0.22810875,0,5.658691,0,0.0072099417,0,1.7058032,0,0.16181295,-37.767876,144.92192
103.004,30.588236,91.4,29.5301,0,0,33.664665,0.22988865,0,5.6601567,0,0.0072752433,0,1.7223052,0,0.16327852,-37.767876,144.92192
104.015,30.980392,91.4,29.5301,0,0,33.65507,0.2310712,0,5.66177,0,0.007347123,0,1.7408482,0,0.16489172,-37.767876,144.92192
105.000,30.19608,91.4,29.5301,0,0,33.648018,0.22694136,0,5.6629567,0,0.0074000065,0,1.7546437,0,0.16607858,-37.767876,144.92192
105.996,30.980392,91.4,29.5301,0,0,33.63831,0.22218385,0,5.6645913,0,0.007472844,0,1.7737725,0,0.16771327,-37.767876,144.92192
107.000,30.588236,93.2,29.5301,0,0,33.63,0.22917911,0,5.6659904,0,0.007535185,0,1.7911135,0,0.1691124,-37.767876,144.92192
108.000,30.19608,93.2,29.5301,0,0,33.62126,0.23059818,0,5.6674633,0,0.007600813,0,1.8074552,0,0.17058529,-37.767876,144.92194
109.005,30.588236,93.2,29.5301,0,0,33.612415,0.23059818,0,5.6689553,0,0.0076672803,0,1.8245556,0,0.17207702,-37.767876,144.92194
110.001,30.588236,93.2,29.5301,0,0,33.604397,0.22514631,0,5.670308,0,0.0077275597,0,1.8405472,0,0.17342986,-37.767876,144.92194
111.011,30.980392,93.2,29.5301,0,0,33.597385,0.22514631,0,5.6714907,0,0.007780269,0,1.855208,0,0.17461282,-37.767876,144.92194
111.990,30.19608,93.2,29.5301,0,0,33.58888,0.22810875,0,5.6729274,0,0.007844268,0,1.8709803,0,0.17604916,-37.767876,144.92192
113.004,30.980392,93.2,29.5301,0,0,33.57972,0.23059818,0,5.6744742,0,0.007913206,0,1.8891732,0,0.17759633,-37.767876,144.92192
113.965,29.411764,93.2,29.5301,0,0,33.570984,0.23059818,0,5.675951,0,0.0079790065,0,1.9063542,0,0.1790731,-37.767876,144.92192
115.017,30.19608,93.2,29.5301,0,0,33.563965,0.2310712,0,5.6771383,0,0.0080319075,0,1.9203194,0,0.18026036,-37.767876,144.92194
116.025,29.411764,93.2,29.5301,0,0,33.55336,0.22624092,0,5.678932,0,0.008111839,0,1.9413023,0,0.18205427,-37.767876,144.92194
117.020,29.80392,93.2,29.5301,0,0,33.54611,0.22399408,0,5.68016,0,0.008166537,0,1.9570525,0,0.18328184,-37.767876,144.92194
118.010,30.588236,93.2,29.5301,0,0,33.537594,0.2192214,0,5.681602,0,0.0082308,0,1.9727515,0,0.18472409,-37.767876,144.92192
119.009,29.80392,93.2,29.5301,0,0,33.530396,0.22514631,0,5.6828218,0,0.008285151,0,1.9882227,0,0.1859439,-37.767876,144.92192
119.993,29.411764,93.2,29.5301,0,0,33.521168,0.2310712,0,5.6843863,0,0.008354856,0,2.0062828,0,0.18750829,-37.767876,144.92192
121.006,30.19608,93.2,29.5301,0,0,33.515762,0.22988865,0,5.685303,0,0.008395716,0,2.023699,0,0.1884253,-37.76787,144.92194
122.007,30.19608,93.2,29.5301,0,0,33.504223,0.21809949,0,5.6872616,0,0.008482958,0,2.0393953,0,0.1903833,-37.76787,144.92192
123.001,29.411764,93.2,29.5301,0,0,33.495438,0.22810875,0,5.688753,0,0.008549431,0,2.057322,0,0.19187516,-37.76787,144.92192
124.021,30.588236,93.2,29.5301,0,0,33.48712,0.2192214,0,5.690166,0,0.008612377,0,2.0740037,0,0.19328783,-37.76787,144.92192
124.963,29.411764,93.2,29.5301,0,0,33.47966,0.22988865,0,5.691434,0,0.008668884,0,2.0890393,0,0.19455603,-37.76787,144.92192
126.010,29.80392,95,29.5301,0,0,33.471817,0.22764179,0,5.692767,0,0.008728287,0,2.1055079,0,0.19588922,-37.767868,144.92194
127.018,30.19608,95,29.5301,0,0,33.46241,0.22468542,0,5.694368,0,0.008799614,0,2.1235826,0,0.19749002,-37.767868,144.92194
128.012,30.19608,95,29.5301,0,0,33.454945,0.22468542,0,5.695638,0,0.008856208,0,2.1385746,0,0.19876017,-37.767868,144.92194
129.009,30.19608,95,29.5301,0,0,33.447723,0.22036454,0,5.696868,0,0.0089110015,0,2.1536908,0,0.19998989,-37.767868,144.92194
130.017,30.19608,95,29.5301,0,0,33.437843,0.21581624,0,5.6985517,0,0.008986023,0,2.1739476,0,0.2016736,-37.767868,144.92194
131.013,30.19608,95,29.5301,0,0,33.429195,0.22468542,0,5.7000256,0,0.009051695,0,2.1909792,0,0.20314746,-37.767868,144.92194
132.005,29.80392,95,29.5301,0,0,33.421993,0.22399408,0,5.7012534,0,0.009106413,0,2.2056215,0,0.20437552,-37.767868,144.92195
133.014,29.80392,95,29.5301,0,0,33.412956,0.22330274,0,5.702796,0,0.0091751395,0,2.2238286,0,0.20591794,-37.767868,144.92197
134.004,29.019608,95,29.5301,0,0,33.405,0.22776005,0,5.7041545,0,0.009235668,0,2.2400541,0,0.20727639,-37.767868,144.92198
135.023,29.411764,95,29.5301,0,0,33.39784,0.22399408,0,5.7053776,0,0.009290168,0,2.2545977,0,0.20849954,-37.767868,144.92198
136.016,30.588236,95,29.5301,0,0,33.388847,0.22764179,0,5.706914,0,0.009358617,0,2.2732525,0,0.21003573,-37.767868,144.92198
137.021,28.62745,95,29.5301,0,0,33.381115,0.22694136,0,5.7082353,0,0.009417504,0,2.2888396,0,0.21135734,-37.76787,144.92198
138.016,29.80392,95,29.5301,0,0,33.373314,0.22468542,0,5.70957,0,0.0094769765,0,2.3047152,0,0.21269208,-37.76787,144.922
139.018,30.19608,95,29.5301,0,0,33.364697,0.22988865,0,5.7110443,0,0.009542661,0,2.322163,0,0.21416624,-37.76787,144.922
140.010,29.80392,95,29.5301,0,0,33.356552,0.22764179,0,5.712439,0,0.009604808,0,2.3387668,0,0.215561,-37.76787,144.922
140.999,29.411764,95,29.5301,0,0,33.347477,0.21809949,0,5.7139935,0,0.009674076,0,2.3577807,0,0.2171156,-37.767876,144.922
141.996,29.80392,95,29.5301,0,0,33.33948,0.21877263,0,5.715364,0,0.009735133,0,2.373985,0,0.21848589,-37.767876,144.922
143.299,29.411764,95,29.5301,0,0,33.330242,0.2288092,0,5.716948,0,0.009805717,0,2.3945072,0,0.22007002,-37.76788,144.922
144.970,29.411764,96.8,29.5301,0,0,33.31701,0.22218385,0,5.719219,0,0.0099069085,0,2.4206924,0,0.22234106,-37.767876,144.922
146.361,29.80392,96.8,29.5301,0,0,33.305225,0.21809949,0,5.721242,0,0.009997048,0,2.4442751,0,0.22436409,-37.767876,144.922
149.411,30.19608,96.8,29.5301,0,0,33.279716,0.21968229,0,5.725628,0,0.010192462,0,2.4970546,0,0.22874974,-37.767876,144.922
155.738,29.019608,96.8,29.5301,0,0,33.22886,0.21608005,0,5.734391,0,0.010582939,0,2.603233,0,0.23751323,-37.767876,144.92198
160.707,29.411764,96.8,29.5301,0,0,33.188652,0.22145917,0,5.7413383,0,0.010892477,0,2.6858516,0,0.2444602,-37.76787,144.92198
167.016,29.80392,98.6,29.5301,0,0,33.139915,0.22172903,0,5.7497816,0,0.011268693,0,2.7881243,0,0.25290364,-37.767834,144.922
171.847,29.80392,98.6,29.5301,0,0,33.100574,0.22172903,0,5.756615,0,0.011573168,0,2.87062,0,0.25973698,-37.767796,144.92203
178.187,29.019608,98.6,29.5301,0,0,33.051308,0.22192006,0,5.7651963,0,0.0119555285,0,2.9757342,0,0.2683183,-37.767822,144.92203
184.242,25.882353,98.6,29.5301,0,0,33.0044,0.21553425,0,5.77339,0,0.012320608,0,3.0751145,0,0.2765118,-37.767822,144.92203
190.436,38.431374,100.4,29.5301,0.6213712,2.1667964,32.94136,0.28676954,10.359488,5.7846336,0.00028608862,0.012821589,0.02231304,3.1794991,1005.9992,0.2877553,-37.767838,144.92206
196.468,32.156864,100.4,29.5301,0.6213712,2.573688,32.886486,0.2414322,8.721686,5.7952037,0.0016313597,0.01329257,0.122727185,3.2813876,182.90079,0.29832557,-37.767834,144.92204
202.634,35.294117,100.4,29.5301,0,0,32.832428,0.2938194,0,5.8055787,0.0028501283,0.013754853,0.20720893,3.3838027,108.32979,0.3087006,-37.767826,144.92204
208.763,48.627453,102.2,29.5301,4.9709697,14.230886,32.77069,0.3493085,1.5773367,5.818896,0.0063253767,0.014348219,0.44084752,3.484188,50.917606,0.32201755,-37.767826,144.92204
210.289,20,102.2,29.234798,6.835083,31.386417,32.760357,0.217772,0.7151788,5.8226805,0.009170367,0.014516856,0.6317048,3.5123222,35.533844,0.32580224,-37.76783,144.92206
211.544,24.705883,102.2,29.5301,6.835083,25.650574,32.75869,0.266469,0.87510324,5.824387,0.011228841,0.014592897,0.769473,3.5331042,29.171783,0.32750887,-37.76783,144.92206
212.785,18.82353,102.2,29.234798,6.835083,35.98615,32.757664,0.18993649,0.623765,5.82628,0.013726129,0.014677246,0.9351979,3.5531673,24.0023,0.32940188,-37.76783,144.92206
214.010,25.490196,102.2,29.5301,6.2137117,27.008562,32.757153,0.23006451,0.8311031,5.827707,0.015675921,0.014740814,1.0634365,3.571677,21.10789,0.33082858,-37.767845,144.92209
214.991,27.058823,102.2,29.5301,6.835083,23.713154,32.75319,0.28824016,0.9466012,5.8296866,0.017535998,0.014829037,1.1825446,3.5895956,18.981865,0.33280855,-37.767864,144.92212
216.282,25.09804,102.2,29.5301,6.835083,25.299355,32.751007,0.27016827,0.8872519,5.831328,0.019364106,0.0149021745,1.2994146,3.6066566,17.274624,0.33444998,-37.76788,144.92216
217.441,20.392157,102.2,29.5301,6.835083,31.906643,32.749783,0.21422131,0.7035181,5.833546,0.022282671,0.015001006,1.4854118,3.6310768,15.1115675,0.33666807,-37.767895,144.9222
218.595,23.137255,102.2,29.5301,6.835083,28.418715,32.748985,0.24051346,0.7898633,5.8350263,0.024236387,0.015066967,1.6085776,3.6486542,13.954502,0.33814842,-37.767914,144.92223
219.914,21.17647,102.2,29.234798,6.835083,29.29399,32.74759,0.23332715,0.766263,5.8371015,0.026900636,0.015159421,1.7745161,3.6716816,12.64959,0.34022337,-37.76793,144.92226
221.025,20.784313,102.2,29.5301,6.835083,31.575022,32.74729,0.21647121,0.71090686,5.838242,0.028486954,0.01521024,1.87288,3.6863523,11.985231,0.3413639,-37.767944,144.92227
222.120,12.54902,102.2,29.234798,6.835083,41.431664,32.747402,0.16497245,0.5417813,5.8399243,0.030970596,0.015285205,2.0261812,3.7074265,11.078427,0.34304634,-37.767952,144.92229
223.544,10.588235,102.2,29.5301,5.592341,29.539415,32.750023,0.18931793,0.7598966,5.841139,0.033424992,0.015339306,2.179042,3.731552,10.30127,0.3442605,-37.767956,144.9223
226.130,18.431372,102.2,29.5301,4.3495984,35.40161,32.743168,0.12286441,0.6340643,5.8450975,0.0374166,0.015515714,2.4115293,3.774321,9.30816,0.34821966,-37.767975,144.92232
234.345,20.784313,104,29.5301,10.563311,69.728806,32.702763,0.15149133,0.32191715,5.8659444,0.057269983,0.016444592,3.482603,3.9113846,6.4454374,0.36906648,-37.767906,144.9228
240.648,27.058823,105.8,29.5301,6.835083,33.664463,32.728676,0.20303556,0.6667833,5.8728633,0.074132316,0.016752865,4.425053,4.0163403,5.0726852,0.3759851,-37.76867,144.92259
245.543,69.803925,105.8,29.825401,9.320568,11.988111,32.694885,0.7774843,1.8724301,5.885183,0.083237216,0.017301789,4.8109026,4.09309,4.6658397,0.3883046,-37.76868,144.92258
