# StartTime = 03/12/2026 02:18:47.5640 pm
Time (sec), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Vehicle speed (MPH), Instant Fuel Economy (MPG), Total Fuel Economy (MPG), Fuel Rate (gal/hr), Instant CO2 rate (lb/mile), Total CO2 (lbs), Trip Distance (miles), Trip Fuel (gal), Trip Fuel Economy (MPG), Trip Duration (min), Average Trip CO2 Rate (lb/mile), Total Trip CO2 (lbs), Latitude (deg), Longitude (deg)
0.000,34.901962,66.2,29.234798,0,0,0,0.28034434,0,0.04119762,0,4.4759156E-05,0,0.010607432,0,0.0010045312,-37.802486,145.0395
1.025,36.07843,66.2,29.234798,0,0,0,0.27418292,0,0.042810574,0,0.00011662804,0,0.025495386,0,0.0026174868,-37.802483,145.0395
2.027,33.72549,66.2,29.234798,0,0,0,0.27951655,0,0.044715527,0,0.00020150759,0,0.044241026,0,0.004522441,-37.802483,145.0395
3.011,34.509804,66.2,29.234798,0,0,0,0.2764449,0,0.046259787,0,0.00027031548,0,0.059783183,0,0.006066699,-37.802486,145.0395
4.018,34.901962,66.2,29.234798,0,0,0,0.27896467,0,0.048154455,0,0.0003547366,0,0.077179916,0,0.007961365,-37.80249,145.0395
5.022,34.901962,68,29.234798,0,0,0,0.28203022,0,0.049767625,0,0.0004266151,0,0.09287046,0,0.009574536,-37.80249,145.0395
6.021,34.901962,68,29.234798,0,0,0,0.27896467,0,0.051727954,0,0.00051396206,0,0.11202859,0,0.011534867,-37.802494,145.0395
7.021,36.07843,68,29.234798,0,0,0,0.28203022,0,0.053386874,0,0.00058787904,0,0.12865439,0,0.013193788,-37.802494,145.0395
8.023,35.294117,68,29.234798,0,0,0,0.2733733,0,0.05497555,0,0.000658666,0,0.1435126,0,0.014782462,-37.80249,145.0395
9.026,34.509804,68,29.234798,0,0,0,0.2728336,0,0.05647006,0,0.0007252572,0,0.15794979,0,0.01627697,-37.80249,145.0395
10.019,34.901962,68,29.234798,0,0,0,0.2764449,0,0.05830148,0,0.00080686033,0,0.17597665,0,0.018108392,-37.80249,145.0395
11.016,35.294117,68,29.234798,0,0,0,0.27813688,0,0.059925973,0,0.00087924337,0,0.19184922,0,0.019732887,-37.80249,145.0395
12.005,34.901962,68,29.234798,0,0,0,0.27896467,0,0.061796714,0,0.0009625983,0,0.2104156,0,0.021603625,-37.802494,145.0395
13.023,35.294117,68,29.234798,0,0,0,0.27589914,0,0.063443325,0,0.0010359668,0,0.22592686,0,0.023250235,-37.802494,145.0395
14.013,34.117645,68,29.234798,0,0,0,0.2649408,0,0.06501453,0,0.0011059757,0,0.24282265,0,0.024821447,-37.802498,145.0395
15.006,34.117645,68,29.234798,0,0,0,0.27418292,0,0.0667901,0,0.0011850897,0,0.25916672,0,0.026597006,-37.802483,145.0395
16.054,34.509804,68,29.234798,0,0,0,0.2780823,0,0.06865406,0,0.0012681428,0,0.27752727,0,0.02846097,-37.802483,145.0395
16.998,33.333332,68,29.234798,0,0,0,0.2665054,0,0.07016573,0,0.0013354988,0,0.29242823,0,0.029972643,-37.802486,145.0395
18.023,33.72549,68,29.234798,0,0,0,0.2680215,0,0.07174014,0,0.0014056505,0,0.30859563,0,0.03154706,-37.802486,145.0395
19.003,34.509804,69.8,29.234798,0,0,0,0.2564537,0,0.073421314,0,0.0014805588,0,0.3254662,0,0.03322823,-37.802486,145.0395
20.021,34.509804,69.8,29.234798,0,0,0,0.2680215,0,0.07530213,0,0.0015643629,0,0.34450188,0,0.035109047,-37.802486,145.0395
21.024,34.117645,69.8,29.234798,0,0,0,0.26572308,0,0.07689544,0,0.0016353563,0,0.3599367,0,0.036702354,-37.802486,145.0395
22.013,34.117645,69.8,29.234798,0,0,0,0.2672301,0,0.078379415,0,0.0017014781,0,0.37496576,0,0.03818633,-37.802486,145.0395
23.024,33.333332,69.8,29.234798,0,0,0,0.2672301,0,0.08024514,0,0.0017846095,0,0.39371395,0,0.04005205,-37.80249,145.0395
24.016,33.72549,69.8,29.234798,0,0,0,0.2733733,0,0.081957236,0,0.001860896,0,0.41079777,0,0.041764148,-37.80249,145.0395
25.008,34.117645,69.8,29.234798,0,0,0,0.2672301,0,0.083628185,0,0.0019353488,0,0.42796308,0,0.043435093,-37.802494,145.0395
26.024,34.509804,69.8,29.234798,0,0,0,0.2603076,0,0.08518326,0,0.002004639,0,0.44346824,0,0.04499018,-37.802494,145.0395
27.026,34.509804,69.8,29.234798,0,0,0,0.2649408,0,0.08675649,0,0.0020747376,0,0.4596351,0,0.0465634,-37.802483,145.0395
28.014,33.333332,69.8,29.234798,0,0,0,0.2641585,0,0.08821438,0,0.0021396975,0,0.47385803,0,0.048021298,-37.80248,145.0395
29.014,32.156864,69.8,29.234798,0,0,0,0.2672301,0,0.09028029,0,0.0022317483,0,0.4946864,0,0.050087195,-37.80248,145.0395
30.016,32.54902,69.8,29.234798,0,0,0,0.2672301,0,0.091710776,0,0.002295487,0,0.50913817,0,0.05151769,-37.80248,145.0395
31.010,34.117645,69.8,29.234798,0,0,0,0.26976803,0,0.0935502,0,0.0023774465,0,0.5279398,0,0.05335711,-37.80248,145.0395
32.040,34.509804,69.8,29.234798,0,0,0,0.2703017,0,0.09509309,0,0.0024461937,0,0.543878,0,0.0549,-37.80248,145.0395
33.033,34.117645,71.6,29.234798,0,0,0,0.2728336,0,0.09669576,0,0.0025176043,0,0.56039685,0,0.056502674,-37.80248,145.0395
33.999,32.156864,71.6,29.234798,0,0,0,0.2733733,0,0.09833571,0,0.0025906758,0,0.57597345,0,0.05814262,-37.80247,145.0395
35.019,33.72549,71.6,29.234798,0,0,0,0.2649408,0,0.100215964,0,0.0026744548,0,0.5953209,0,0.060022872,-37.80247,145.0395
36.032,34.509804,71.6,29.234798,0,0,0,0.25750586,0,0.10169702,0,0.0027404467,0,0.6108142,0,0.061503932,-37.80247,145.0395
37.016,33.333332,71.6,29.5301,0,0,0,0.27418292,0,0.10319066,0,0.0028069993,0,0.62599164,0,0.06299757,-37.80247,145.0395
38.020,33.333332,71.6,29.234798,0,0,0,0.2605714,0,0.10476663,0,0.0028772203,0,0.6418514,0,0.06457355,-37.80247,145.0395
39.024,31.764706,71.6,29.234798,0,0,0,0.2749925,0,0.10669948,0,0.0029633427,0,0.66182137,0,0.06650639,-37.80247,145.0395
40.020,33.72549,71.6,29.234798,0,0,0,0.2626333,0,0.10820662,0,0.0030304969,0,0.6767787,0,0.068013534,-37.80247,145.0395
41.020,32.941177,71.6,29.234798,0,0,0,0.25877938,0,0.10966653,0,0.003095546,0,0.69177735,0,0.06947344,-37.802475,145.0395
42.028,32.54902,71.6,29.234798,0,0,0,0.25750586,0,0.11147629,0,0.0031761841,0,0.711182,0,0.07128321,-37.802467,145.0395
43.036,32.156864,71.6,29.234798,0,0,0,0.25174773,0,0.113059014,0,0.003246706,0,0.72730184,0,0.072865926,-37.802467,145.0395
44.018,32.54902,71.6,29.234798,0,0,0,0.25750586,0,0.11455855,0,0.0033135212,0,0.74284,0,0.07436546,-37.802467,145.0395
45.014,33.72549,71.6,29.234798,0,0,0,0.26186007,0,0.11638921,0,0.00339509,0,0.76160353,0,0.07619612,-37.802467,145.0395
46.020,32.156864,71.6,29.5301,0,0,0,0.26186007,0,0.11792336,0,0.0034634478,0,0.7777917,0,0.07773027,-37.80247,145.0395
47.025,33.333332,73.4,29.234798,0,0,0,0.25261796,0,0.1195982,0,0.0035380744,0,0.7953237,0,0.079405114,-37.80247,145.0395
48.041,32.54902,73.4,29.234798,0,0,0,0.25796372,0,0.121095635,0,0.003604796,0,0.8099922,0,0.08090255,-37.802475,145.0395
49.022,32.156864,73.4,29.5301,0,0,0,0.26572308,0,0.122579455,0,0.0036709108,0,0.8252924,0,0.08238637,-37.802467,145.0395
50.016,34.509804,73.4,29.234798,0,0,0,0.2536853,0,0.124319285,0,0.0037484327,0,0.84372187,0,0.0841262,-37.802464,145.0395
51.018,32.156864,73.4,29.234798,0,0,0,0.25877938,0,0.12572595,0,0.0038111103,0,0.85823554,0,0.08553287,-37.802467,145.0395
52.016,30.980392,73.4,29.234798,0,0,0,0.25336388,0,0.12763207,0,0.0038960413,0,0.87864465,0,0.08743898,-37.802467,145.0395
53.027,33.72549,73.4,29.234798,0,0,0,0.25187203,0,0.12901866,0,0.003957825,0,0.89349353,0,0.08882558,-37.802467,145.0395
54.032,32.54902,73.4,29.234798,0,0,0,0.25750586,0,0.13063845,0,0.0040299976,0,0.91086143,0,0.09044537,-37.802467,145.0395
55.032,33.333332,73.4,29.234798,0,0,0,0.25674173,0,0.1321944,0,0.004099326,0,0.9263727,0,0.092001304,-37.802467,145.0395
56.021,33.333332,73.4,29.234798,0,0,0,0.2605714,0,0.13368385,0,0.004165692,0,0.94212455,0,0.09349076,-37.80245,145.0395
57.008,32.941177,73.4,29.234798,0,0,0,0.24953726,0,0.13554192,0,0.0042484826,0,0.96159667,0,0.09534883,-37.802444,145.03949
58.052,32.54902,73.4,29.234798,0,0,0,0.2541098,0,0.13693723,0,0.004310654,0,0.9762287,0,0.09674414,-37.80244,145.03949
61.093,33.333332,73.4,29.234798,0,0,0,0.25137475,0,0.14126012,0,0.0045032697,0,1.022436,0,0.10106703,-37.802486,145.03952
62.004,30.980392,73.4,29.234798,0,0,0,0.25137475,0,0.14316386,0,0.0045880955,0,1.0430537,0,0.10297077,-37.802486,145.03952
63.021,31.764706,73.4,29.234798,0,0,0,0.25877938,0,0.14443348,0,0.0046446663,0,1.0565021,0,0.104240395,-37.802486,145.03952
63.998,32.156864,73.4,29.234798,0,0,0,0.2544403,0,0.14634615,0,0.00472989,0,1.0774591,0,0.10615307,-37.802486,145.03952
65.023,32.941177,73.4,29.234798,0,0,0,0.25187203,0,0.14755563,0,0.0047837812,0,1.0905113,0,0.10736255,-37.802486,145.03952
66.014,32.156864,73.4,29.5301,0,0,0,0.23791486,0,0.14951304,0,0.0048709973,0,1.1093516,0,0.10931995,-37.802486,145.03952
67.013,32.54902,73.4,29.234798,0,0,0,0.25187203,0,0.15117624,0,0.0049451054,0,1.1269605,0,0.110983156,-37.802486,145.03952
68.019,31.764706,75.2,29.5301,0,0,0,0.25261796,0,0.1525912,0,0.005008152,0,1.1429601,0,0.11239812,-37.802486,145.03952
69.020,30.980392,75.2,29.234798,0,0,0,0.24524367,0,0.15431513,0,0.0050849654,0,1.1611658,0,0.11412203,-37.802486,145.03952
70.022,30.980392,75.2,29.234798,0,0,0,0.2544403,0,0.15571202,0,0.005147207,0,1.1760058,0,0.115518935,-37.802486,145.03952
71.100,32.54902,75.2,29.234798,0,0,0,0.24830921,0,0.1575097,0,0.005227307,0,1.1951667,0,0.11731661,-37.802483,145.03952
72.025,31.764706,75.2,29.234798,0,0,0,0.24029513,0,0.15884961,0,0.0052870098,0,1.2098174,0,0.11865652,-37.802483,145.03952
73.020,31.37255,75.2,29.234798,0,0,0,0.2605714,0,0.1605041,0,0.005360729,0,1.2276164,0,0.120311014,-37.802483,145.03952
74.003,32.54902,75.2,29.234798,0,0,0,0.2417142,0,0.16184182,0,0.0054203346,0,1.242485,0,0.12164874,-37.802483,145.03952
75.012,32.941177,75.2,29.5301,0,0,0,0.24953726,0,0.16336872,0,0.005488368,0,1.2587817,0,0.12317563,-37.802483,145.03952
76.023,32.941177,75.2,29.234798,0,0,0,0.25137475,0,0.1649506,0,0.005558853,0,1.2752632,0,0.12475751,-37.802483,145.03952
77.048,30.980392,75.2,29.5301,0,0,0,0.25569868,0,0.1668487,0,0.0056434274,0,1.2955922,0,0.12665562,-37.802483,145.03952
78.020,31.37255,75.2,29.234798,0,0,0,0.26108688,0,0.16812329,0,0.0057002194,0,1.3084539,0,0.12793021,-37.802483,145.03952
79.020,31.37255,75.2,29.234798,0,0,0,0.24572882,0,0.1695618,0,0.0057643154,0,1.3243021,0,0.12936872,-37.802483,145.03952
80.022,31.37255,75.2,29.234798,0,0,0,0.24524367,0,0.1714967,0,0.0058505298,0,1.3454154,0,0.13130362,-37.802483,145.03952
81.014,30.19608,75.2,29.234798,0,0,0,0.24830921,0,0.17299029,0,0.0059170797,0,1.3615645,0,0.13279721,-37.802483,145.03952
82.017,30.19608,75.2,29.234798,0,0,0,0.25187203,0,0.17411356,0,0.005967129,0,1.3733853,0,0.13392046,-37.802483,145.03952
83.024,30.980392,77,29.5301,0,0,0,0.25569868,0,0.17603698,0,0.0060528317,0,1.3951309,0,0.13584389,-37.802483,145.03952
84.040,31.37255,77,29.5301,0,0,0,0.24572882,0,0.1773124,0,0.006109661,0,1.4090639,0,0.13711931,-37.80248,145.03952
85.022,32.54902,77,29.5301,0,0,0,0.25137475,0,0.17885944,0,0.006178593,0,1.4254842,0,0.13866635,-37.80248,145.03952
86.036,30.588236,77,29.5301,0,0,0,0.24100466,0,0.1806845,0,0.006259913,0,1.4454491,0,0.14049143,-37.80248,145.03952
87.028,31.37255,77,29.234798,0,0,0,0.24265721,0,0.18194939,0,0.0063162725,0,1.4602699,0,0.14175631,-37.80248,145.03952
88.026,31.764706,77,29.234798,0,0,0,0.24830921,0,0.18353157,0,0.0063867695,0,1.4763132,0,0.14333847,-37.80248,145.03952
89.017,30.980392,77,29.234798,0,0,0,0.23911259,0,0.18515323,0,0.0064590266,0,1.494198,0,0.14496014,-37.80248,145.03952
90.022,30.980392,77,29.234798,0,0,0,0.25569868,0,0.18662542,0,0.0065246234,0,1.5100485,0,0.14643233,-37.80248,145.03952
91.031,30.980392,77,29.5301,0,0,0,0.24265721,0,0.18823376,0,0.006596287,0,1.5276021,0,0.14804067,-37.80248,145.03952
92.034,31.764706,77,29.234798,0,0,0,0.25801528,0,0.18982421,0,0.0066671525,0,1.5445918,0,0.14963111,-37.80248,145.03952
93.019,31.37255,77,29.234798,0,0,0,0.24265721,0,0.19115165,0,0.0067262994,0,1.5594541,0,0.15095855,-37.80248,145.03952
94.006,32.54902,77,29.5301,0,0,0,0.24337584,0,0.19270197,0,0.0067953775,0,1.5765254,0,0.15250887,-37.80248,145.03952
95.018,30.980392,77,29.234798,0,0,0,0.23958561,0,0.19439486,0,0.0068708085,0,1.5945959,0,0.15420178,-37.80248,145.03952
96.023,31.37255,77,29.5301,0,0,0,0.24524367,0,0.19590555,0,0.0069381213,0,1.6111605,0,0.15571247,-37.80248,145.03952
97.011,31.37255,78.8,29.5301,0,0,0,0.24029513,0,0.1972717,0,0.006998993,0,1.62607,0,0.15707862,-37.80248,145.03952
98.012,32.156864,78.8,29.234798,0,0,0,0.24451594,0,0.19873145,0,0.007064035,0,1.6419933,0,0.15853837,-37.80248,145.03952
99.026,30.588236,78.8,29.5301,0,0,0,0.24029513,0,0.20034966,0,0.007136138,0,1.6602238,0,0.16015658,-37.80248,145.03952
100.031,31.37255,78.8,29.5301,0,0,0,0.25494364,0,0.20185494,0,0.0072032097,0,1.6761823,0,0.16166186,-37.80248,145.03952
101.034,30.19608,78.8,29.5301,0,0,0,0.24572882,0,0.20324142,0,0.007264987,0,1.6933899,0,0.16304833,-37.80248,145.03952
102.022,31.37255,78.8,29.234798,0,0,0,0.24100466,0,0.20505461,0,0.007345778,0,1.7108294,0,0.16486153,-37.802475,145.03952
103.030,32.156864,78.8,29.234798,0,0,0,0.23651399,0,0.20659433,0,0.007414384,0,1.72765,0,0.16640125,-37.802475,145.03952
104.042,30.588236,78.8,29.234798,0,0,0,0.24524367,0,0.20820457,0,0.0074861315,0,1.7453985,0,0.16801149,-37.802475,145.03952
105.013,31.37255,78.8,29.234798,0,0,0,0.23721443,0,0.20967332,0,0.007551575,0,1.761721,0,0.16948023,-37.802475,145.03952
106.026,30.19608,78.8,29.234798,0,0,0,0.24524367,0,0.21107157,0,0.007613877,0,1.7771149,0,0.17087848,-37.802475,145.03952
107.022,30.588236,78.8,29.234798,0,0,0,0.23413372,0,0.21274053,0,0.007688241,0,1.7953757,0,0.17254743,-37.802475,145.03952
108.027,30.19608,78.8,29.5301,0,0,0,0.24757239,0,0.21411495,0,0.0077494816,0,1.8110967,0,0.17392185,-37.802475,145.03952
109.024,31.764706,78.8,29.234798,0,0,0,0.24524367,0,0.21561368,0,0.007816261,0,1.8273032,0,0.1754206,-37.80247,145.0395
110.015,30.980392,78.8,29.5301,0,0,0,0.25137475,0,0.21694967,0,0.007875789,0,1.8418753,0,0.17675658,-37.80247,145.0395
112.645,32.156864,78.8,29.5301,0,0,0,0.24524367,0,0.22102831,0,0.008057522,0,1.8868926,0,0.18083522,-37.80247,145.0395
114.018,30.980392,78.8,29.234798,0,0,0,0.24451594,0,0.22294135,0,0.008142762,0,1.9099556,0,0.18274826,-37.80247,145.0395
115.014,30.19608,78.8,29.234798,0,0,0,0.24451594,0,0.22438405,0,0.008207045,0,1.9245374,0,0.18419096,-37.80247,145.0395
116.010,29.80392,80.6,29.5301,0,0,0,0.23911259,0,0.2258006,0,0.008270162,0,1.9415089,0,0.18560751,-37.80247,145.0395
117.032,31.764706,80.6,29.5301,0,0,0,0.23840305,0,0.22753353,0,0.008347377,0,1.959449,0,0.18734045,-37.80247,145.0395
118.028,30.588236,80.6,29.234798,0,0,0,0.24265721,0,0.22909795,0,0.008417083,0,1.9767014,0,0.18890487,-37.80247,145.0395
119.032,29.411764,80.6,29.234798,0,0,0,0.23105301,0,0.23055202,0,0.008481872,0,1.9931935,0,0.19035894,-37.80247,145.0395
120.020,30.19608,80.6,29.5301,0,0,0,0.23769352,0,0.23203294,0,0.008547858,0,2.0100458,0,0.19183986,-37.80247,145.0395
121.032,30.19608,80.6,29.234798,0,0,0,0.24145949,0,0.23355049,0,0.008615476,0,2.02708,0,0.19335741,-37.80247,145.0395
122.029,30.588236,80.6,29.234798,0,0,0,0.23173526,0,0.23498765,0,0.008679512,0,2.0433884,0,0.19479455,-37.80247,145.0395
123.010,30.588236,80.6,29.5301,0,0,0,0.23309974,0,0.2363373,0,0.008739649,0,2.05847,0,0.19614422,-37.802467,145.0395
124.024,28.62745,80.6,29.234798,0,0,0,0.23810285,0,0.23807727,0,0.008817176,0,2.0778263,0,0.19788417,-37.802467,145.0395
125.042,29.019608,80.6,29.234798,0,0,0,0.23919141,0,0.23942673,0,0.008877305,0,2.0926595,0,0.19923365,-37.802467,145.0395
126.007,28.62745,80.6,29.234798,0,0,0,0.22753567,0,0.24078791,0,0.008937956,0,2.1086595,0,0.20059483,-37.802467,145.0395
127.028,29.411764,80.6,29.234798,0,0,0,0.23098025,0,0.24254377,0,0.0090161925,0,2.1287253,0,0.20235069,-37.802467,145.0395
128.033,28.235294,80.6,29.234798,0,0,0,0.2288486,0,0.2439624,0,0.009079402,0,2.145011,0,0.20376933,-37.802467,145.0395
129.029,28.235294,80.6,29.234798,0,0,0,0.23851827,0,0.24539971,0,0.009143445,0,2.1608093,0,0.20520662,-37.802467,145.0395
130.020,29.411764,80.6,29.234798,0,0,0,0.24450381,0,0.24663714,0,0.009198582,0,2.174732,0,0.20644405,-37.802467,145.0395
131.021,28.235294,80.6,29.234798,0,0,0,0.2288486,0,0.24804538,0,0.009261329,0,2.1913795,0,0.2078523,-37.802464,145.0395
132.032,28.62745,80.6,29.5301,0,0,0,0.22240217,0,0.24957386,0,0.009329434,0,2.2087889,0,0.20938078,-37.802464,145.0395
133.027,28.62745,80.6,29.234798,0,0,0,0.23672321,0,0.25137246,0,0.009409574,0,2.228759,0,0.21117938,-37.802464,145.0395
134.015,27.843138,80.6,29.234798,0,0,0,0.2417415,0,0.25255984,0,0.00946248,0,2.2418926,0,0.21236674,-37.802464,145.0395
135.022,29.80392,82.4,29.234798,0,0,0,0.23098025,0,0.25412375,0,0.009532165,0,2.2594688,0,0.21393067,-37.802464,145.0395
136.022,28.235294,82.4,29.234798,0,0,0,0.23851827,0,0.25539565,0,0.009588837,0,2.2737336,0,0.21520257,-37.802464,145.0395
137.026,26.27451,82.4,29.234798,0,0,0,0.2449647,0,0.25701052,0,0.009660792,0,2.2930908,0,0.21681744,-37.802464,145.0395
138.033,27.450981,82.4,29.234798,0,0,0,0.2341883,0,0.25815085,0,0.0097116,0,2.307071,0,0.21795775,-37.802464,145.0395
139.022,29.019608,82.4,29.234798,0,0,0,0.22198373,0,0.25990593,0,0.009789803,0,2.3276284,0,0.21971285,-37.80246,145.0395
140.025,27.450981,82.4,29.234798,0,0,0,0.22841804,0,0.261052,0,0.009840869,0,2.3406708,0,0.22085893,-37.80246,145.0395
141.024,28.62745,82.4,29.5301,0,0,0,0.23672321,0,0.2627426,0,0.009916197,0,2.3600652,0,0.22254951,-37.80246,145.0395
142.015,29.411764,82.4,29.234798,0,0,0,0.2341883,0,0.2639912,0,0.009971832,0,2.3761382,0,0.22379813,-37.80246,145.0395
143.035,28.235294,82.4,29.5301,0,0,0,0.23919141,0,0.26572716,0,0.01004918,0,2.394118,0,0.22553407,-37.80246,145.0395
144.021,27.843138,82.4,29.234798,0,0,0,0.22841804,0,0.26693347,0,0.0101029305,0,2.4079928,0,0.22674039,-37.80246,145.0395
145.027,29.019608,82.4,29.234798,0,0,0,0.22841804,0,0.26856035,0,0.010175419,0,2.4270308,0,0.22836725,-37.80246,145.0395
146.026,28.235294,82.4,29.234798,0,0,0,0.2341883,0,0.26988783,0,0.010234569,0,2.4417126,0,0.22969475,-37.80246,145.0395
147.026,29.019608,82.4,29.234798,0,0,0,0.24381247,0,0.27161634,0,0.010311586,0,2.461266,0,0.23142326,-37.802456,145.0395
148.025,27.843138,82.4,29.234798,0,0,0,0.22520088,0,0.27276978,0,0.01036298,0,2.474138,0,0.2325767,-37.802456,145.0395
149.031,28.62745,82.4,29.234798,0,0,0,0.2341883,0,0.27438554,0,0.010434974,0,2.4925613,0,0.23419246,-37.802456,145.0395
150.019,29.411764,82.4,29.234798,0,0,0,0.23529504,0,0.27556595,0,0.0104875695,0,2.5067186,0,0.23537287,-37.802456,145.0395
151.022,27.058823,82.4,29.234798,0,0,0,0.24060442,0,0.27718204,0,0.010559578,0,2.525494,0,0.23698895,-37.802456,145.0395
152.043,29.411764,82.4,29.234798,0,0,0,0.23098025,0,0.27897587,0,0.010639506,0,2.545762,0,0.23878278,-37.802456,145.0395
153.024,28.62745,82.4,29.234798,0,0,0,0.23485234,0,0.28019786,0,0.010693955,0,2.5599172,0,0.24000478,-37.802456,145.0395
154.030,29.411764,82.4,29.234798,0,0,0,0.23672321,0,0.28142777,0,0.010748757,0,2.5729394,0,0.24123469,-37.80246,145.0395
155.021,27.843138,82.4,29.234798,0,0,0,0.23672321,0,0.28308374,0,0.010822542,0,2.591464,0,0.24289066,-37.80246,145.0395
156.032,29.80392,82.4,29.234798,0,0,0,0.2341883,0,0.28466463,0,0.010892983,0,2.6103199,0,0.24447155,-37.80246,145.0395
157.028,29.019608,82.4,29.234798,0,0,0,0.24450381,0,0.28588936,0,0.010947552,0,2.6236439,0,0.24569626,-37.80246,145.0395
158.019,29.019608,84.2,29.234798,0,0,0,0.22841804,0,0.28712437,0,0.011002581,0,2.6390817,0,0.24693127,-37.80246,145.0395
159.010,27.450981,84.2,29.234798,0,0,0,0.2288486,0,0.28913456,0,0.011092151,0,2.6596186,0,0.24894148,-37.80246,145.0395
160.018,29.411764,84.2,29.234798,0,0,0,0.23032528,0,0.29022244,0,0.011140623,0,2.6734874,0,0.25002936,-37.80246,145.0395
161.030,28.235294,84.2,29.234798,0,0,0,0.23098025,0,0.2919357,0,0.011216962,0,2.6929128,0,0.25174263,-37.80246,145.0395
162.025,28.62745,84.2,29.234798,0,0,0,0.2417415,0,0.2936003,0,0.01129113,0,2.7117763,0,0.2534072,-37.80246,145.0395
163.024,29.80392,84.2,29.234798,0,0,0,0.2380695,0,0.2948065,0,0.011344877,0,2.7244678,0,0.25461343,-37.80246,145.0395
164.018,28.62745,84.2,29.234798,0,0,0,0.23032528,0,0.29643476,0,0.011417427,0,2.7434316,0,0.25624168,-37.80246,145.0395
165.037,29.411764,84.2,29.234798,0,0,0,0.22392736,0,0.29753432,0,0.01146642,0,2.756698,0,0.25734124,-37.80246,145.0395
166.019,29.019608,84.2,29.234798,0,0,0,0.2316352,0,0.29938474,0,0.01154887,0,2.7774775,0,0.25919166,-37.80246,145.0395
167.054,29.019608,84.2,29.234798,0,0,0,0.23529504,0,0.30090833,0,0.011616756,0,2.7947736,0,0.26071525,-37.80246,145.0395
168.024,28.235294,84.2,29.234798,0,0,0,0.23207183,0,0.30205962,0,0.011668056,0,2.8083131,0,0.26186654,-37.80246,145.0395
169.011,28.235294,84.2,29.234798,0,0,0,0.23098025,0,0.3037697,0,0.0117442515,0,2.8284388,0,0.2635766,-37.80246,145.0395
170.023,28.62745,84.2,29.5301,0,0,0,0.2316352,0,0.30489045,0,0.01179419,0,2.840955,0,0.26469737,-37.80246,145.0395
171.018,27.843138,84.2,29.234798,0,0,0,0.24128667,0,0.30666754,0,0.011873371,0,2.8616164,0,0.26647443,-37.80246,145.0395
172.041,26.666666,84.2,29.234798,0,0,0,0.22712633,0,0.30785316,0,0.0119262,0,2.8739135,0,0.26766008,-37.80246,145.0395
173.085,27.450981,84.2,29.234798,0,0,0,0.22712633,0,0.30948517,0,0.011998917,0,2.8946254,0,0.2692921,-37.80246,145.0395
173.997,28.235294,86,29.5301,0,0,0,0.23352425,0,0.31080383,0,0.012057673,0,2.9085944,0,0.27061075,-37.80246,145.0395
175.026,28.235294,86,29.234798,0,0,0,0.22777218,0,0.31188437,0,0.012105819,0,2.9223967,0,0.2716913,-37.80246,145.0395
176.022,28.235294,86,29.234798,0,0,0,0.23529504,0,0.31352708,0,0.012179013,0,2.9415634,0,0.273334,-37.802456,145.0395
177.014,28.235294,86,29.234798,0,0,0,0.22841804,0,0.31521398,0,0.012254178,0,2.9603324,0,0.2750209,-37.802456,145.0395
178.008,27.843138,86,29.234798,0,0,0,0.23485234,0,0.3164273,0,0.012308239,0,2.9747014,0,0.27623418,-37.802456,145.0395
179.006,28.62745,86,29.234798,0,0,0,0.23672321,0,0.31762367,0,0.012361547,0,2.98814,0,0.2774306,-37.802456,145.0395
180.025,27.843138,86,29.234798,0,0,0,0.2288486,0,0.3192997,0,0.012436226,0,3.0077574,0,0.27910662,-37.802456,145.0395
181.038,27.843138,86,29.234798,0,0,0,0.24450381,0,0.3204437,0,0.012487199,0,3.0239143,0,0.2802506,-37.802456,145.0395
182.033,29.019608,86,29.234798,0,0,0,0.23207183,0,0.32256305,0,0.0125816325,0,3.0445335,0,0.28236997,-37.802456,145.0395
183.016,28.62745,86,29.5301,0,0,0,0.22841804,0,0.32357606,0,0.012626769,0,3.0566504,0,0.28338298,-37.802456,145.0395
184.011,28.235294,86,29.234798,0,0,0,0.21876657,0,0.3253132,0,0.012704172,0,3.077296,0,0.28512013,-37.802456,145.0395
185.021,28.62745,86,29.5301,0,0,0,0.2256254,0,0.326487,0,0.012756472,0,3.0912282,0,0.28629392,-37.802456,145.0395
186.016,28.62745,86,29.234798,0,0,0,0.23851827,0,0.32768795,0,0.0128099825,0,3.1052008,0,0.28749484,-37.802456,145.0395
187.019,28.235294,86,29.234798,0,0,0,0.23352425,0,0.32946894,0,0.01288934,0,3.125177,0,0.28927585,-37.802456,145.0395
188.027,28.235294,86,29.234798,0,0,0,0.22456412,0,0.33066392,0,0.012942584,0,3.1397276,0,0.29047084,-37.802456,145.0395
189.040,29.019608,86,29.234798,0,0,0,0.2288486,0,0.33244058,0,0.0130217485,0,3.1599972,0,0.2922475,-37.802456,145.0395
190.041,28.62745,86,29.234798,0,0,0,0.22841804,0,0.33365947,0,0.013076059,0,3.1749609,0,0.2934664,-37.802456,145.0395
191.018,27.058823,86,29.234798,0,0,0,0.23485234,0,0.33551678,0,0.013158815,0,3.1944497,0,0.2953237,-37.802456,145.0395
